,mSA,iou_threshold,projection,box_extension
298,0.04446935577375558,0.8,"{'use_box': True, 'use_mask': True, 'use_points': False}",0.025
299,0.012083203651831102,0.8,"{'use_box': True, 'use_mask': True, 'use_points': False}",0.05
300,0.009848662944460771,0.8,"{'use_box': True, 'use_mask': True, 'use_points': False}",0.075
301,0.004849012775842044,0.8,"{'use_box': True, 'use_mask': True, 'use_points': False}",0.1
302,0.004849012775842044,0.8,"{'use_box': True, 'use_mask': True, 'use_points': False}",0.125
303,0.0049382716049382715,0.8,"{'use_box': True, 'use_mask': True, 'use_points': False}",0.15
304,0.0024096385542168677,0.8,"{'use_box': True, 'use_mask': True, 'use_points': False}",0.175
305,0.0024096385542168677,0.8,"{'use_box': True, 'use_mask': True, 'use_points': False}",0.2
306,0.0023809523809523807,0.8,"{'use_box': True, 'use_mask': True, 'use_points': False}",0.225
307,0.0023809523809523807,0.8,"{'use_box': True, 'use_mask': True, 'use_points': False}",0.25
308,0.013651687913231481,0.8,"{'use_box': True, 'use_mask': False, 'use_points': True}",0.0
309,0.06299352053669183,0.8,"{'use_box': True, 'use_mask': False, 'use_points': True}",0.025
310,0.02109978375038616,0.8,"{'use_box': True, 'use_mask': False, 'use_points': True}",0.05
311,0.013197376511580242,0.8,"{'use_box': True, 'use_mask': False, 'use_points': True}",0.075
312,0.003614457831325301,0.8,"{'use_box': True, 'use_mask': False, 'use_points': True}",0.1
313,0.0023809523809523807,0.8,"{'use_box': True, 'use_mask': False, 'use_points': True}",0.125
314,0.0023809523809523807,0.8,"{'use_box': True, 'use_mask': False, 'use_points': True}",0.15
315,0.0023809523809523807,0.8,"{'use_box': True, 'use_mask': False, 'use_points': True}",0.175
316,0.0023809523809523807,0.8,"{'use_box': True, 'use_mask': False, 'use_points': True}",0.2
